Time ,Sensor 1,Sensor 2 , Gear , Sensor 3 , AVERAGE S1 ,AVERAGE S2  , AVERAGE S3
15:40:22,1088.85,1093.93,10.1,1092.66,1090.82,1089.71,1092.61
15:40:22,1088.22,1088.22,10.1,1097.78,1090.95,1089.96,1092.87
15:40:22,1094.57,1095.21,10.1,1099.06,1091.21,1089.96,1093.83
15:40:22,1092.66,1090.12,10.1,1093.93,1091.33,1089.83,1094.02
15:40:22,1076.97,1077.59,10.1,1083.19,1090.02,1089.77,1093.96
15:40:22,1084.44,1088.22,10.1,1088.85,1089.89,1089.52,1093.77
15:40:22,1086.96,1085.7,10.1,1094.57,1089.83,1089.33,1093.64
15:40:22,1092.66,1095.21,10.1,1092.66,1089.51,1089.13,1092.74
15:40:22,1095.21,1095.85,10.1,1094.57,1089.45,1089.2,1092.61
15:40:22,1093.29,1081.31,10.1,1088.22,1089.38,1089.14,1092.55
